"hotel","location","ranking","rating","review_count","min_price_usd","max_price_usd","review","date"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Very good burgers and a very nice staff. We can try some different burgers. All of them was delicious.
We will sure come back!","Date of visit: December 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","I really liked the vrutal burger and the french fries. After some time a vegetarian work colleague started having dinner there every day, and was harassing me through visiting the restaurant more and more. Once I saw him smiling in the back of the restaurant...staring at me as I was going to enter. Fortunately me and my friends run away to another place. So I cannot go there anymore.More","Date of visit: December 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Delicious vegan food, great cauliflower and coffee and cake! Awesome service by very friendly staff. Food was very fast so great for lunch","Date of visit: December 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Federico is amazing 🤩 delicious food 🥝🥝🥝🥑🥑🥑 fully vegan . Marco the owner is my friend so I have been coming here for years !","Date of visit: December 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Very good food, vegan and delicious! We take some tapas, and we have enough food for we to be full. I’d come back!","Date of visit: December 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Hotdog was delicious, fries where perfectly friend and the Brasilian Mojito was incredible! Totally recommend it","Date of visit: November 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","I've been here several times and every veggie burger is awesome, they add their special touch to everything. 
10/10 :)","Date of visit: November 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Fantastic food, ultra friendly staff, great job Vrutal. We had a lovely evening. We will definitely call again👌👌","Date of visit: November 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Friendly staff, excellent food with very different burger options (new/exciting flavours)  as well as alternative options.","Date of visit: November 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Maybe the single best burger I've had in my life! So delicious, I never wanted it to end. Can't wait to come back and try the other flavours 😍 💚💚","Date of visit: November 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","Nice vegan restaurant set in Pobleneu. Friendly, efficient service. Very close to the Blue Bar which is also top rated. 
The menu was accessible using a code on the table. 
Variety of drinks but not the usual coke, Fanta, etc. We opted for carrot ginger...beer, and that was very nice. There are a mix of fruit mocktails available. Didn't look at the alcohol drinks. 
Cauliflower wings to start off with, accompanying dipping sauce, and we loved it. 
Blind Date burger was supposed to be so like meat you wouldn't be able to tell the difference. I would agree to disagree but it was delicious. Came with home cooked fries. 
The Oh My Hot Dog did taste just like a hot dog though. 
The food came quickly, as did the drinks. 
Efficient and friendly.
Only here for a week but will hopefully go back. 
45 Euros, the tip was automatically included, but we left a little extra. 

Photo includes partially eaten cauliflower wings, and part eaten burger. Most of the fries had been eaten by the time I remembered.More","Date of visit: November 2023"
"Vrutal","Rambla del Poblenou No 16 Bajos 4, 08005 Barcelona Spain","#2 of 7,948 Restaurants in Barcelona","5.0","(1,355)","$9","$24","This was one of the best meals of my life! The French Kiss burger and the fried green tomatoes were unreal. Highly recommend!","Date of visit: November 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","Really good burgers and fries served by witty staff who were happy to chat. Not many seats available but arriving early there should be space. Highly recommend the place!","Date of visit: November 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","Great burgers! Really nice staff. Cozy little burger place. Highly recommend the pulled pork burger, juicy and full of flavor","Date of visit: November 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","This burger bar is a spin off of our fav tapas restaurant a few blocks away. It has the same quality of suppliers and attention to detail. They just keep the focus simple - burgers! Cooked however you like, alternative takes on burger idea, tasty...toppings, perfect fries or baked potatoes and an open kitchen (check their pulled pork ‘burger’ that’s from the tapas restaurant) Long opening hrs, easy to walk in - our regular “refuelling stop” on days out.More","Date of visit: November 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","We had dinner here last night and it was a treat.  I had the pulled pork sandwich and they could franchise that in the US easily.  It was absolutely delicious.  My wife had the Cheese Burger and said it was very good. We sahred the...Lime Lemon desert and it was very good.More","Date of visit: October 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","I cannot describe it enough with words. You simply have to try it.
Amazing service, the waiter literally explained every item from the menu, how it is made and exactly what we are eating.

After you choose what you prefer, you wait for a short...period of time and then it comes. It looks quite simple but once you try it, you will know what I am talking about.

Definitely coming back every time I visit Barcelona.More","Date of visit: September 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","Wow I had the pork burger it was delicious. It was really busy and Joel was a great server with a good attitude. Definitely recommend if you’re looking for a simple meal with great flavors. And kudos to the cooks, they are quick and very...efficient.More","Date of visit: October 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","This is the place where I've had the best burger to date! So good that I came back four times during my vacation and even got some to go (many thanks for everything!). Also, the service and the waiter's recommendations were absolutely exceptional! If you...find yourself in Barcelona, it's a must-visit. Once is enough, afterward, you'll keep coming back without realizing it.More","Date of visit: September 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","Heerlijk gegeten in super service! - Delicious food with great service! - ¡Comida deliciosa con un gran servicio!

The waiter gave us great advice. The BBQ burger was delicious, filling and not greasy at all. We only thought the fries were a bit too salted.","Date of visit: September 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","We arrived at Burgers beer and no wine 
It was the best burger 🍔 we have ever had. It was fantastic 👍
Only complaint was no wine 🍷 only 🍺 and Manuel the waitress was great.
Do not go past this place.","Date of visit: September 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","One of the greatest experiences you will have in Barcelona, make the plan to go here!
5/5 is not enough stars, it should be 100 out of 100 stars, and the biggest star goes to the friendliness and warmth of the people working here. Joel...is the kindest person I’ve ever met, and deserves a million stars or the whole galaxy.
Then after feeling great in the soul, you also feel great because the hamburgers + patatas fritas are out of this world. The chefs have a gift!More","Date of visit: September 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","Such wonderful service and food! Definitely recommend this place on your trip to Barcelona! Joel was our server and he was so sweet!! Ask about dessert and get the hazelnut lava cake if they have it that day!!","Date of visit: September 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","Rivers were brilliant, also had the chicken wings which were really tasty. The staff were amazing, really welcoming and nothing was too much trouble.","Date of visit: September 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","Great human service! Make you feel like at home even the first time. Chicken wings were a nice surprise! Try it if you can!","Date of visit: August 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","I gave the burger with costilla and beef barbecue burger and drink pairing, I'd suggest going local with a red local beer.","Date of visit: August 2023"
"La Gastronomica Burgers","Carrer Vilamari 9-15, 08015 Barcelona Spain","#3 of 7,948 Restaurants in Barcelona","5.0","(1,913)","$13","$16","Food was cooked perfectly and the people were very friendly! We went during lunch and the burgers were fresh and packed with flavor!","Date of visit: August 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","The service was very nice, as well as the atmosphere of the restaurant. We enjoyed the delicious broccoli, croquetas and sushi! Definitely recommend eating here","Date of visit: December 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","Perfect !! The dish was really good ! I will come back for sure !!! :))) and just more thing, next time put la cucaracha la cucaracha na na na na. The music songs can be improved 

 Thank you !More","Date of visit: December 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","Echoing the sentiments of the other reviews, all 5* for a reason! Taking fusion and vegan excellence into the future!!!

I have been travelling to Barcelona on a monthly basis for the last 18 months. Today is my last evening in an awesome city and...I cannot believe I’ve just discovered this place on my final trip. However, I’m equally glad I did!!! 

I’m not a foodie or a regular reviewer but I could not help but make sure I give my thanks and credit to an amazing restaurant. All the best for continued success in providing a wonderful dining experience to all who enter…!More","Date of visit: November 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","If there were Oscars for Restaurants Desoriente would be getting the ‘gong’.
Especially if you are a vegetarian this is the place for you. We were greeted by Hugo the ‘front of house’, who couldn’t have been more helpfully in explaining the sushi/tapas Asian fusion...menu . We were truly spoilt for choice, it was so hard deciding what Not to have.
So we started with Milbravas, a gorgeous crunchy potato dish accompanied by Aioli and Kimchi and then had a wonderful sushi roll called Green Dragon roll, with an assortment of ingredients and flavours , we followed this with Pani Puri Went to Mexico a dish with corn cream and many other tastes. Then we had the Italian Job ..WOW this was magnificent Zucchini flowers with homemade fermented cream cheese and again many other tastes and then desert, Again this was a big WOW their famous Plant Based Snickers and my beloved had the Mango and Passion Fruit Lassi Mousse. .
Overall this was an eating experience Par ExcellenceMore","Date of visit: November 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","This is an excellent innovative restaurant with a tasty plant based menu that will satisfy non vegans, the service is great - we were made to feel so welcome and had an excellent evening :-)","Date of visit: November 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","Super delicious and very friendly staff! Definitely coming back when we're visiting Barcelona!!","Date of visit: October 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","Wonderful space, amazing food and friendly staff. Their vegan foie grass roll will make you drool. Perfect plant-based option⭐🌱","Date of visit: October 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","We visited as a couple with a 6 month old baby. The staff were friendly, attentive and spoke fluent English.

The menu is vibrant and exciting. We ordered gyoza, croquettes and the vegan sushi. Incredible food, the best meal we had in Barcelona. Leave room...for dessert!More","Date of visit: October 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","Food was amazing and really tasty! We had the ramen and gyozas. Staff was super friendly, they spoke fluent English. Also they have nice cocktails. We had a really nice time, highly recommended.","Date of visit: October 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","This is a wonderful place with variety of Asian fusion options. Love the chic ambience and the vibe. Friendly staff serving with respect!! Catch for a vegetarian!","Date of visit: October 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","The best sushi I have had in a long time! To have such amazing flavours was such an amazing experience.

We will be recommending that our friends attend any time they are in Barcelona!","Date of visit: October 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","The best plant based Asian fusion I have ever tasted in my life. All the food had so much flavour and the staff were lovely. If you are visiting Barcelona you'd be foolish not to go here!","Date of visit: October 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","This place was recommended by a friend, and it did not disappoint! I had a 3 course meal, and every course was better than the last. The ramen was a particular highlight. I couldn't believe it was all vegan!","Date of visit: October 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","Amazing Food, really nice people and atmosphere. Would 100% recommend. Try the rock&roll sushi and broccoli, you will not be disappointed.","Date of visit: September 2023"
"Desoriente","Carrer De Ramon Turró 209, 08005 Barcelona Spain","#4 of 7,948 Restaurants in Barcelona","5.0","(668)","","","Extremely tasty vegan food and chilled restaurant, not only for vegans, others will love it too. Recommend everything but mostly the Brokkoli - delicious!","Date of visit: September 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","What a beautiful restaurant with excellent service and a relaxed vibe. I was a solo diner, and I was attended to promptly and taken to my table with a great view of the mountains to my right. I visited on 15th September, with a reservation...the day before, in person. The meal was superb - flavourful, moist, with fresh ingredients, featuring delicious venison and a well paired wine. The bread was warm and tasty. The amuse bouche and the dessert topped off. My server was so friendly and a good conversationalist. I dined at three restaurants during my stay in Wengen, and this was by far the best experience, though the others also were of very high quality. Oh - I left my coat behind by mistake and it was waiting for me at the reception the following morning. It is a short walk from teh Wengen BLM. Strongly recommended, worth walking up or down the hill, as the case may be even if you are not staying in-house.More","Date of visit: September 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","Restaurant Bären is, hands down, the best food in Wengen. We enjoyed a number of great options as vegetarians and would have liked to dine there more than once. We did have a strange service issue, however; someone (not our original server) cleared our dinner...plates and then our server didn't check on us again. I know you need to ask for the bill in Europe, but we couldn't even get anyone's attention. (This was especially a bummer because I really wanted to order some dessert!) After 25 minutes, my husband finally got up from the table to get someone to help us. It kind of ruined the experience.More","Date of visit: October 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","We had read wonderful reviews and they were all correct. This is a must food experience if you are in Wengen. We came early since we did not have reservations and were able to get a table. They specialize in wild game though other options...are available. We loved our main courses and the deserts were just as good. A nice selection of local wines are available by glass or bottle. Wait staff worked together to make the evening enjoyable.More","Date of visit: October 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","We stayed at this hotel 5 nights and ate all our suppers here because we were half board. The room was perfect for us and the location excellent. the food was so delicious and the staff could not have ben nicer. I wish we could...give more stars to this fantastic place!More","Date of visit: September 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","While staying in Wengen we ate here on three evenings. The food was excellent each evening and while the menu didn’t change every evening there was a choice of “specials”
Staff are friendly and courteous. Prices are in keeping with restaurants throughout Switzerland. We would...recommend this restaurant.More","Date of visit: September 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","Excellent restaurant. The food was delicious. The atmosphere and  view were fantastic even though it was raining. The service was good. I recommend this as a top choice for dining in Wengen","Date of visit: August 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","Outstanding locally sourced food deliciously prepared. Excellent service. Popular so do make reservations.More","Date of visit: July 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","My niece and I had dinner here after a long day of hiking.  We visited the restaurant based on reviews on TA.  The food was FABULOUS! 

We did not have reservations and wandered in after a downpour.  The receptionist, who appeared to be checking people...into the hotel as well, was so helpful.  We arrived before the restaurant opened, so she sat us in the lobby to warm up and took our drink orders.  

Our server was very friendly and made some suggestions about what to order.  I actually saw her go out to the garden and pick some herbs.  

The food was very fresh. My niece had soup and salad and I had some wild garlic ravioli.  Delicious!  

The wines by the glass were very good.  I would definitely recommend this restaurant.More","Date of visit: July 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","Food was outstanding, the service was excellent and the views from the patio dining were gorgeous.  We had 5 people dining and everyone’s dish was amazing.  We were all full but dinner was so good we all ordered a dessert because we knew it’d be...great and it was.  Highly recommend!More","Date of visit: July 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","We spent 5 nights at Hotel Bären and had dinner in their restaurant on 4 of those nights. So we tried many of the dishes on the menu, and we found the food to be consistently fresh and delicious.

There’s indoor and outdoor seating, and...both offered a comfortable & relaxing place to dine.

The service was spot-on and friendly, the prices were what you’d expect in Switzerland, and the dining areas never felt particularly noisy.

If we ever return to Wengen, we’d certainly eat at Restaurant Bären again.More","Date of visit: July 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","You don't expect much as you approach this restaurant as the hotel looks a little dated, but don't be fooled, the restaurant was outstanding and is so charming.  Our hotel directed us here instead of where we had original dinner reservation and we were so...glad they did.  It was excellent.More","Date of visit: June 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","We had such a lovely evening - the food was really lovely - but the main thing was how amazing the staff and owner were - exceptionally helpful and great sense of humour - we really enjoyed our evening.More","Date of visit: July 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","We were staying in Wengen and looking for a good place to eat that was not the normal tourist or bar fare. Restaurant Baron was perfect. Great service, nice atmosphere and delicious food. We shared the caprese and then I had the pork cheek and...my wife had the tagliatelle. Both were very good. One of the best meals we had in Switzerland.More","Date of visit: June 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","The staff was all wonderful and worked as a team. Sara was fantastic and Mimi was lovely. We had the tasting menu. The portions were generous for a tasting menu. We chose the beef option. We enjoyed every bite. The presentation was fun as well....We left stuffed!More","Date of visit: June 2023"
"Restaurant Bären","Am Acher 1363 Hotel Bären, Wengen, Lauterbrunnen 3823 Switzerland","#1 of 32 Restaurants in Wengen","4.5","(454)","$10","$48","The food was delicious and varied. The vegetarians and gluten frees in our group had quite a lot to choose from.  I got the steak and the herbs that were served with it were delicious.  Cheese plate was wonderful.  Someone got the apricot fritter and...they loved it.  Everyone in our group of nine were very pleased with the meal.More","Date of visit: May 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","Very Disappointed with the attitude of The owner Mr Khan. He is a very arrogant guy. We had a group of 40 guests and he treated them very badly. The reservation was for 8:30 pm and he started abusing the group and giving ultimatums last...minute that he will charge extra for 8:30 pm, and instead change group time to 7:30 pm. Had this been the thing, they shouldnt have taken initial reservation of 8:30 pm...when group reached, he started telling them you guys should be thankful we are making you have food at 8:30. They were not serving properly and nor welcoming and warm, and instead talking in a very rude way with our guests. Last minute he started yelling at us few hours before the dinner when the reservations were done few days in advance. In travel trade, hospitality and warmness are the only things that matter and we felt neither the owner, nor the team had any interest and were only concerned about money, after taking full advance for the meal, their attitude changed completely.More","Date of visit: December 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","Excellent meal. My wife had the Aloo Gobhi and I had the Channa Masala. We enjoyed both and the kitchen paid attention to our request for a mild level of spice. Our waiter was very pleasant and in chatting with him, we learned he was...interning there and is studying hospitality management. 

It was a little difficult to find. One reviewer here mentioned walking a path along the water...which the owner told us is the correct way to find it. We were not on that path and ended up walking through a campground, wondering if we were going to find the place. We almost gave up but I am glad we didn't because it was a great dinner. As other reviewers mentioned, the restaurant was kind enough to give us a ride back to our hotel which we greatly appreciated after getting a little lost when walking there.

I highly recommend India Village for a great dinner in Interlaken.More","Date of visit: October 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","Food and hospitality were both excellent, very friendly and Mr Rupvinder Singh was so kind enough to drop us back in our hotel !!!
Lovely person , hope to stay in his hotel too next time I visit Interlaken","Date of visit: October 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","An excellent restaurant - a lovely ambience, warm and welcoming staff and of course, scrumptious food which makes your tastebuds implode with flavour. The owner dropped us off at our hotel himself when he realised it was getting dark and that we were staying sone...distance away from the restaurant. Kind and always helpful, the owner and his wife were both extremely cordial and great to speak with. Highly recommend - will definitely visit again on our next trip to Interlaken. - Mohite and familyMore","Date of visit: October 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","Whether you are a fan of Swiss Cuisine or not. Of which I am of the latter. Give yourself a break and enjoy a palate cleansing treat. Warm service, clean inviting atmosphere and delicious food.","Date of visit: October 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","Very nice ambience. Food was great too! Ordered the butter chicken and daal tadka. Highly recommend if you are craving Indian food.","Date of visit: October 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","The India village truly gives a warm hug to any customer who eats there. From one of the most friendly staff who gave us great food and even drove us back to our hotel gave this restaurant a great experience. Service with a smile and...food warm at heart, the India Village should be a must visit for all Interlaken visitors to feel like your at home.More","Date of visit: October 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","Excellent food and service. Stroll from the Main Street in Interlaken and take the path next to the river to India Village. Delicious!","Date of visit: October 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","We are an Indian family and we loved the food at Indian Village. It was exceptionally prepared and it felt like we were in our home in Delhi. Their owners are so kind and lovely. They even dropped us to the Interlaken Ost Station afterwards...for free. Really nice people, service, and food.More","Date of visit: September 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","We went to India Village tonight. The food was extraordinary! Just amazing! We have had Indian food all over, this is, by far, our favorite! We ordered Lamb Vindaloo, Butter Chicken, Garlic Naan, and a Kingfisher beer. Everything was excellent- food and service! We will...be talking about this meal for a long time. (Well, maybe not too long, we may go back tomorrow night!)More","Date of visit: September 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","This is the perfect hotel for night walk. It is just besides the river Aare. It is also located very near to Interlaken OST.","Date of visit: September 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","We went to India Village Restaurant for convenience as we were staying at River Lodge. However, I would travel for this food. The food spoke for itself. You could taste it, it is made with passion. After our meal, my partner and I had the...pleasure of speaking to the man behind the meals, and I saw where the passion in the dishes comes from.
The drinks, the food, the staff, the location. Everything made this a lovely experience that I would recommend to anyone.
The views from this restaurant are just an added bonus.More","Date of visit: September 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","One of the best Indian food outlets. Lakshay is a sweet humble knowledgeable young professional boy who is an excellent service professional.","Date of visit: September 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","We went for Dinner tonight. The food was excellent as we wanted mild food and I am highly allergic to artificial red food color . They followed  all the instructions very well. Food was excellent. The dish Paneer Makhanwala  was awesome. Staff is excellent. Owner...also stopped by chatted with us. Loved everything .  Highly recommend this place for a good Indian meal in 
Interlaken.  Dr Randeep. Suneja, Houston , Texas.More","Date of visit: September 2023"
"India Village Restaurant","Brienzstrasse 38, Interlaken 3800 Switzerland","#1 of 113 Restaurants in Interlaken","4.5","(308)","$17","$34","We have been touring Switzerland as a family for the last few days and currently staying in Interlaken. Tonight we felt like eating Indian Cuisine and were absolutely thrilled with our experience, both exceptional food and service at the Indian Village restaurant. The chicken soup...is one of the nicest soups we have ever tasted. Everything else we ate, including the butter chicken was wonderful. The proprietors even transported us back to our hotel after the meal. We would definitely recommend this lovely friendly restaurant.More","Date of visit: September 2023"
"Restaurant Belvedere","Dorfstrasse 53 Hotel Belvedere Grindelwald, Grindelwald 3818 Switzerland","#2 of 63 Restaurants in Grindelwald","4.5","(313)","$32","$172","We were staying in the hotel so ate here on four occasions (the set menu). The food was always good, some excellent, and the service generally also good. The menu changes daily and the a la carte is an option but we never found the...need to diverge from their daily menu. Good selection of Swiss wine at reasonable (for Switzerland) prices. Most window tables give a view of the North face of the Eiger.More","Date of visit: September 2023"
